,X.1,scientificName,id,institutionCode,collectionCode,basisOfRecord,occurrenceID,X,kingdom,phylum,scientificNameAuthorship,genus,specificEpithet,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,verbatimEventDate,substrate,country,stateProvince,county,locality,localitySecurity,decimalLatitude,decimalLongitude,verbatimCoordinates,modified,collId,recordId,references,File.Name,Notes,Quality,Chemistry,Chemistry.Author,Source,Family,Order,Class,Morphology,Photobiont,name,spectra_ID
777244.1983_0002,275,Trypethelium virens,NA,,,,,777244,,,,,,"Wetmore, C.",46138,,1983,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,777244.1983,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,777244.1983,777244.1983_0002
777244.1983_0003,275,Trypethelium virens,NA,,,,,777244,,,,,,"Wetmore, C.",46138,,1983,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,777244.1983,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,777244.1983,777244.1983_0003
837552.1963_0000,276,Trypethelium virens,NA,,,,,837552,,,,,,"Wetmore, C.",12314,,1963,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,837552.1963,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,837552.1963,837552.1963_0000
837552.1963_0001,276,Trypethelium virens,NA,,,,,837552,,,,,,"Wetmore, C.",12314,,1963,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,837552.1963,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,837552.1963,837552.1963_0001
837552.1963_0002,276,Trypethelium virens,NA,,,,,837552,,,,,,"Wetmore, C.",12314,,1963,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,837552.1963,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,837552.1963,837552.1963_0002
837552.1963_0003,276,Trypethelium virens,NA,,,,,837552,,,,,,"Wetmore, C.",12314,,1963,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,837552.1963,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,837552.1963,837552.1963_0003
823916.1993_0000,277,Trypethelium virens,NA,,,,,823916,,,,,,"Wetmore, C.",72984,,1993,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,823916.1993,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,823916.1993,823916.1993_0000
823916.1993_0001,277,Trypethelium virens,NA,,,,,823916,,,,,,"Wetmore, C.",72984,,1993,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,823916.1993,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,823916.1993,823916.1993_0001
823916.1993_0002,277,Trypethelium virens,NA,,,,,823916,,,,,,"Wetmore, C.",72984,,1993,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,823916.1993,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,823916.1993,823916.1993_0002
823916.1993_0003,277,Trypethelium virens,NA,,,,,823916,,,,,,"Wetmore, C.",72984,,1993,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,823916.1993,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,823916.1993,823916.1993_0003
804114.1989_0000,278,Trypethelium virens,NA,,,,,804114,,,,,,"Wetmore, C.",64288,,1989,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,804114.1989,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,804114.1989,804114.1989_0000
804114.1989_0001,278,Trypethelium virens,NA,,,,,804114,,,,,,"Wetmore, C.",64288,,1989,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,804114.1989,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,804114.1989,804114.1989_0001
804114.1989_0002,278,Trypethelium virens,NA,,,,,804114,,,,,,"Wetmore, C.",64288,,1989,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,804114.1989,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,804114.1989,804114.1989_0002
804114.1989_0003,278,Trypethelium virens,NA,,,,,804114,,,,,,"Wetmore, C.",64288,,1989,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,804114.1989,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,804114.1989,804114.1989_0003
804112.1989_0000,279,Trypethelium virens,NA,,,,,804112,,,,,,"Wetmore, C.",64292,,1989,NA,NA,NA,,on oak,,,,,NA,NA,NA,,,NA,,,804112.1989,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,804112.1989,804112.1989_0000
804112.1989_0001,279,Trypethelium virens,NA,,,,,804112,,,,,,"Wetmore, C.",64292,,1989,NA,NA,NA,,on oak,,,,,NA,NA,NA,,,NA,,,804112.1989,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,804112.1989,804112.1989_0001
804112.1989_0002,279,Trypethelium virens,NA,,,,,804112,,,,,,"Wetmore, C.",64292,,1989,NA,NA,NA,,on oak,,,,,NA,NA,NA,,,NA,,,804112.1989,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,804112.1989,804112.1989_0002
804112.1989_0003,279,Trypethelium virens,NA,,,,,804112,,,,,,"Wetmore, C.",64292,,1989,NA,NA,NA,,on oak,,,,,NA,NA,NA,,,NA,,,804112.1989,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,804112.1989,804112.1989_0003
757172.1978_0000,280,Trypethelium virens,NA,,,,,757172,,,,,,"Johnson, G.",6997,,1978,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,757172.1978,Possible low thallus reflectance due to substrate,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757172.1978,757172.1978_0000
757172.1978_0001,280,Trypethelium virens,NA,,,,,757172,,,,,,"Johnson, G.",6997,,1978,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,757172.1978,Possible low thallus reflectance due to substrate,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757172.1978,757172.1978_0001
757172.1978_0002,280,Trypethelium virens,NA,,,,,757172,,,,,,"Johnson, G.",6997,,1978,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,757172.1978,Possible low thallus reflectance due to substrate,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757172.1978,757172.1978_0002
757172.1978_0003,280,Trypethelium virens,NA,,,,,757172,,,,,,"Johnson, G.",6997,,1978,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,757172.1978,Possible low thallus reflectance due to substrate,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757172.1978,757172.1978_0003
757285.1965_0000,281,Trypethelium virens,NA,,,,,757285,,,,,,"Johnson, G.",6260,,1965,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,757285.1965,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757285.1965,757285.1965_0000
757285.1965_0001,281,Trypethelium virens,NA,,,,,757285,,,,,,"Johnson, G.",6260,,1965,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,757285.1965,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757285.1965,757285.1965_0001
757285.1965_0002,281,Trypethelium virens,NA,,,,,757285,,,,,,"Johnson, G.",6260,,1965,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,757285.1965,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757285.1965,757285.1965_0002
757285.1965_0003,281,Trypethelium virens,NA,,,,,757285,,,,,,"Johnson, G.",6260,,1965,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,757285.1965,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757285.1965,757285.1965_0003
881364.2003_0000,282,Trypethelium virens,NA,,,,,881364,,,,,,"Lendemer, J.",783,,2003,NA,NA,NA,,on ilex,,,,,NA,NA,NA,,,NA,,,881364.2003,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,881364.2003,881364.2003_0000
881364.2003_0001,282,Trypethelium virens,NA,,,,,881364,,,,,,"Lendemer, J.",783,,2003,NA,NA,NA,,on ilex,,,,,NA,NA,NA,,,NA,,,881364.2003,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,881364.2003,881364.2003_0001
881364.2003_0002,282,Trypethelium virens,NA,,,,,881364,,,,,,"Lendemer, J.",783,,2003,NA,NA,NA,,on ilex,,,,,NA,NA,NA,,,NA,,,881364.2003,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,881364.2003,881364.2003_0002
881364.2003_0003,282,Trypethelium virens,NA,,,,,881364,,,,,,"Lendemer, J.",783,,2003,NA,NA,NA,,on ilex,,,,,NA,NA,NA,,,NA,,,881364.2003,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,881364.2003,881364.2003_0003
837551.1963_0000,283,Trypethelium virens,NA,,,,,837551,,,,,,"Wetmore, C.",12316,,1963,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,837551.1963,trial 3 BAD,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,837551.1963,837551.1963_0000
837551.1963_0001,283,Trypethelium virens,NA,,,,,837551,,,,,,"Wetmore, C.",12316,,1963,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,837551.1963,trial 3 BAD,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,837551.1963,837551.1963_0001
837551.1963_0002,283,Trypethelium virens,NA,,,,,837551,,,,,,"Wetmore, C.",12316,,1963,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,837551.1963,trial 3 BAD,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,837551.1963,837551.1963_0002
837551.1963_0003,283,Trypethelium virens,NA,,,,,837551,,,,,,"Wetmore, C.",12316,,1963,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,837551.1963,trial 3 BAD,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,837551.1963,837551.1963_0004
757306.1953_0000,284,Trypethelium virens,NA,,,,,757306,,,,,,"Johnson, G.",1175,,1953,NA,NA,NA,,on holly,,,,,NA,NA,NA,,,NA,,,757306.1953,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757306.1953,757306.1953_0000
757306.1953_0001,284,Trypethelium virens,NA,,,,,757306,,,,,,"Johnson, G.",1175,,1953,NA,NA,NA,,on holly,,,,,NA,NA,NA,,,NA,,,757306.1953,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757306.1953,757306.1953_0001
757306.1953_0002,284,Trypethelium virens,NA,,,,,757306,,,,,,"Johnson, G.",1175,,1953,NA,NA,NA,,on holly,,,,,NA,NA,NA,,,NA,,,757306.1953,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757306.1953,757306.1953_0002
757306.1953_0003,284,Trypethelium virens,NA,,,,,757306,,,,,,"Johnson, G.",1175,,1953,NA,NA,NA,,on holly,,,,,NA,NA,NA,,,NA,,,757306.1953,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757306.1953,757306.1953_0003
893664.1991_0000,285,Trypethelium virens,NA,,,,,893664,,,,,,"Ryan, B.",27579,,1991,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,893664.1991,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,893664.1991,893664.1991_0000
893664.1991_0001,285,Trypethelium virens,NA,,,,,893664,,,,,,"Ryan, B.",27579,,1991,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,893664.1991,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,893664.1991,893664.1991_0001
893664.1991_0002,285,Trypethelium virens,NA,,,,,893664,,,,,,"Ryan, B.",27579,,1991,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,893664.1991,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,893664.1991,893664.1991_0002
893664.1991_0003,285,Trypethelium virens,NA,,,,,893664,,,,,,"Ryan, B.",27579,,1991,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,893664.1991,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,893664.1991,893664.1991_0003
944503.1893_0000,286,Trypethelium virens,NA,,,,,944503,,,,,,"Bogue, E.",422,,1893,NA,NA,NA,,on fagus ferruginea,,,,,NA,NA,NA,,,NA,,,944503.1893,"small thallus, may be substrate reflectance",,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,944503.1893,944503.1893_0000
944503.1893_0001,286,Trypethelium virens,NA,,,,,944503,,,,,,"Bogue, E.",422,,1893,NA,NA,NA,,on fagus ferruginea,,,,,NA,NA,NA,,,NA,,,944503.1893,"small thallus, may be substrate reflectance",,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,944503.1893,944503.1893_0001
944503.1893_0002,286,Trypethelium virens,NA,,,,,944503,,,,,,"Bogue, E.",422,,1893,NA,NA,NA,,on fagus ferruginea,,,,,NA,NA,NA,,,NA,,,944503.1893,"small thallus, may be substrate reflectance",,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,944503.1893,944503.1893_0002
944503.1893_0003,286,Trypethelium virens,NA,,,,,944503,,,,,,"Bogue, E.",422,,1893,NA,NA,NA,,on fagus ferruginea,,,,,NA,NA,NA,,,NA,,,944503.1893,"small thallus, may be substrate reflectance",,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,944503.1893,944503.1893_0003
757307.1953_0000,287,Trypethelium virens,NA,,,,,757307,,,,,,"Johnson, G.",1013,,1953,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,757307.1953,"High reflectance, different, maybe substrate ",,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757307.1953,757307.1953_0000
757307.1953_0001,287,Trypethelium virens,NA,,,,,757307,,,,,,"Johnson, G.",1013,,1953,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,757307.1953,"High reflectance, different, maybe substrate ",,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757307.1953,757307.1953_0001
757307.1953_0002,287,Trypethelium virens,NA,,,,,757307,,,,,,"Johnson, G.",1013,,1953,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,757307.1953,"High reflectance, different, maybe substrate ",,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757307.1953,757307.1953_0002
757307.1953_0003,287,Trypethelium virens,NA,,,,,757307,,,,,,"Johnson, G.",1013,,1953,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,757307.1953,"High reflectance, different, maybe substrate ",,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,757307.1953,757307.1953_0003
874993.2001_0000,289,Trypethelium virens,NA,,,,,874993,,,,,,"Wetmore, C.",86145,,2001,NA,NA,NA,,on holly,,,,,NA,NA,NA,,,NA,,,874993.2001,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,874993.2001,874993.2001_0000
874993.2001_0001,289,Trypethelium virens,NA,,,,,874993,,,,,,"Wetmore, C.",86145,,2001,NA,NA,NA,,on holly,,,,,NA,NA,NA,,,NA,,,874993.2001,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,874993.2001,874993.2001_0001
874993.2001_0002,289,Trypethelium virens,NA,,,,,874993,,,,,,"Wetmore, C.",86145,,2001,NA,NA,NA,,on holly,,,,,NA,NA,NA,,,NA,,,874993.2001,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,874993.2001,874993.2001_0002
874993.2001_0003,289,Trypethelium virens,NA,,,,,874993,,,,,,"Wetmore, C.",86145,,2001,NA,NA,NA,,on holly,,,,,NA,NA,NA,,,NA,,,874993.2001,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,874993.2001,874993.2001_0003
944504.1911_0000,290,Trypethelium virens,NA,,,,,944504,,,,,,"Plitt, C.",s.n.,,1911,NA,NA,NA,,on ilex opaca,,,,,NA,NA,NA,,,NA,,,944504.1911,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,944504.1911,944504.1911_0000
944504.1911_0001,290,Trypethelium virens,NA,,,,,944504,,,,,,"Plitt, C.",s.n.,,1911,NA,NA,NA,,on ilex opaca,,,,,NA,NA,NA,,,NA,,,944504.1911,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,944504.1911,944504.1911_0001
944504.1911_0002,290,Trypethelium virens,NA,,,,,944504,,,,,,"Plitt, C.",s.n.,,1911,NA,NA,NA,,on ilex opaca,,,,,NA,NA,NA,,,NA,,,944504.1911,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,944504.1911,944504.1911_0002
944504.1911_0003,290,Trypethelium virens,NA,,,,,944504,,,,,,"Plitt, C.",s.n.,,1911,NA,NA,NA,,on ilex opaca,,,,,NA,NA,NA,,,NA,,,944504.1911,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,944504.1911,944504.1911_0003
582073.1924_0000,291,Trypethelium virens,NA,,,,,582073,,,,,,"Dutton, D.",2128,,1924,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,582073.1924,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,582073.1924,582073.1924_0000
582073.1924_0001,291,Trypethelium virens,NA,,,,,582073,,,,,,"Dutton, D.",2128,,1924,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,582073.1924,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,582073.1924,582073.1924_0001
582073.1924_0002,291,Trypethelium virens,NA,,,,,582073,,,,,,"Dutton, D.",2128,,1924,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,582073.1924,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,582073.1924,582073.1924_0002
582073.1924_0003,291,Trypethelium virens,NA,,,,,582073,,,,,,"Dutton, D.",2128,,1924,NA,NA,NA,,on beech,,,,,NA,NA,NA,,,NA,,,582073.1924,,,,,,Trypetheliaceae,Trypetheliales,Dothideomycetes,crustose,trentepohlia,582073.1924,582073.1924_0003
867540.1999_0000,292,Umbilicaria muehlenbergii,NA,,,,,867540,,,,,,"Wetmore, C.",82457,,1999,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,867540.1999,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,867540.1999,867540.1999_0000
867540.1999_0001,292,Umbilicaria muehlenbergii,NA,,,,,867540,,,,,,"Wetmore, C.",82457,,1999,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,867540.1999,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,867540.1999,867540.1999_0001
867540.1999_0002,292,Umbilicaria muehlenbergii,NA,,,,,867540,,,,,,"Wetmore, C.",82457,,1999,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,867540.1999,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,867540.1999,867540.1999_0002
867540.1999_0003,292,Umbilicaria muehlenbergii,NA,,,,,867540,,,,,,"Wetmore, C.",82457,,1999,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,867540.1999,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,867540.1999,867540.1999_0003
835345.1994_0000,293,Umbilicaria muehlenbergii,NA,,,,,835345,,,,,,"Wetmore, C.",74249,,1994,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,835345.1994,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,835345.1994,835345.1994_0000
835345.1994_0001,293,Umbilicaria muehlenbergii,NA,,,,,835345,,,,,,"Wetmore, C.",74249,,1994,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,835345.1994,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,835345.1994,835345.1994_0001
835345.1994_0002,293,Umbilicaria muehlenbergii,NA,,,,,835345,,,,,,"Wetmore, C.",74249,,1994,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,835345.1994,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,835345.1994,835345.1994_0002
835345.1994_0003,293,Umbilicaria muehlenbergii,NA,,,,,835345,,,,,,"Wetmore, C.",74249,,1994,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,835345.1994,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,835345.1994,835345.1994_0003
692876.1978_0000,294,Umbilicaria muehlenbergii,NA,,,,,692876,,,,,,"Wetmore, C.",31164,,1978,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,692876.1978,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,692876.1978,692876.1978_0000
692876.1978_0001,294,Umbilicaria muehlenbergii,NA,,,,,692876,,,,,,"Wetmore, C.",31164,,1978,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,692876.1978,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,692876.1978,692876.1978_0001
692876.1978_0002,294,Umbilicaria muehlenbergii,NA,,,,,692876,,,,,,"Wetmore, C.",31164,,1978,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,692876.1978,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,692876.1978,692876.1978_0002
692876.1978_0003,294,Umbilicaria muehlenbergii,NA,,,,,692876,,,,,,"Wetmore, C.",31164,,1978,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,692876.1978,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,692876.1978,692876.1978_0003
720568.1980_0000,295,Umbilicaria muehlenbergii,NA,,,,,720568,,,,,,"Wetmore, C.",41815,,1980,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,720568.198,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,720568.198,720568.1980_0000
720568.1980_0001,295,Umbilicaria muehlenbergii,NA,,,,,720568,,,,,,"Wetmore, C.",41815,,1980,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,720568.198,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,720568.198,720568.1980_0001
720568.1980_0002,295,Umbilicaria muehlenbergii,NA,,,,,720568,,,,,,"Wetmore, C.",41815,,1980,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,720568.198,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,720568.198,720568.1980_0002
720568.1980_0003,295,Umbilicaria muehlenbergii,NA,,,,,720568,,,,,,"Wetmore, C.",41815,,1980,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,720568.198,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,720568.198,720568.1980_0003
682824.1977_0000,296,Umbilicaria muehlenbergii,NA,,,,,682824,,,,,,"Wetmore, C.",26773,,1977,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,682824.1977,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,682824.1977,682824.1977_0000
682824.1977_0001,296,Umbilicaria muehlenbergii,NA,,,,,682824,,,,,,"Wetmore, C.",26773,,1977,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,682824.1977,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,682824.1977,682824.1977_0001
682824.1977_0002,296,Umbilicaria muehlenbergii,NA,,,,,682824,,,,,,"Wetmore, C.",26773,,1977,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,682824.1977,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,682824.1977,682824.1977_0002
682824.1977_0003,296,Umbilicaria muehlenbergii,NA,,,,,682824,,,,,,"Wetmore, C.",26773,,1977,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,682824.1977,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,682824.1977,682824.1977_0003
437774.1948_0000,297,Umbilicaria muehlenbergii,NA,,,,,437774,,,,,,"Thomson, J.",2694,,1948,NA,NA,NA,,on large glacial boulder,,,,,NA,NA,NA,,,NA,,,437774.1948,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,437774.1948,437774.1948_0000
437774.1948_0001,297,Umbilicaria muehlenbergii,NA,,,,,437774,,,,,,"Thomson, J.",2694,,1948,NA,NA,NA,,on large glacial boulder,,,,,NA,NA,NA,,,NA,,,437774.1948,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,437774.1948,437774.1948_0001
437774.1948_0002,297,Umbilicaria muehlenbergii,NA,,,,,437774,,,,,,"Thomson, J.",2694,,1948,NA,NA,NA,,on large glacial boulder,,,,,NA,NA,NA,,,NA,,,437774.1948,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,437774.1948,437774.1948_0002
437774.1948_0003,297,Umbilicaria muehlenbergii,NA,,,,,437774,,,,,,"Thomson, J.",2694,,1948,NA,NA,NA,,on large glacial boulder,,,,,NA,NA,NA,,,NA,,,437774.1948,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,437774.1948,437774.1948_0003
884900.2004_0000,298,Umbilicaria muehlenbergii,NA,,,,,884900,,,,,,"Wetmore, C.",92496,,2004,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,884900.2004,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,884900.2004,884900.2004_0000
884900.2004_0001,298,Umbilicaria muehlenbergii,NA,,,,,884900,,,,,,"Wetmore, C.",92496,,2004,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,884900.2004,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,884900.2004,884900.2004_0001
884900.2004_0002,298,Umbilicaria muehlenbergii,NA,,,,,884900,,,,,,"Wetmore, C.",92496,,2004,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,884900.2004,,good,,,,Umbilicariaceae,Umbilicariales,Lecanoromycetes,foliose,chlorococcoid,884900.2004,884900.2004_0002
